title,score,critic,summary,score_critic,year
Grand Theft Auto: Chinatown Wars,93,Play.tm,"It says something about the virtues of Chinatown Wars that the only thing possibly denying it the perfect GTA status is the soundtrack. The mini-games are plentiful but never outstay their welcome, the slick presentation pushes the boundaries of the DS, and the range of content creates an extensive but wonderfully accessible game. It's phenomenal, a game that I keep dipping into whenever the possibility arrives, and a desperately needed addition to the DS's library.",93,17-Mar-09
Grand Theft Auto: San Andreas,93,Xbox Evolved,"If you already have the PS2 version or you can find the PS2 version for cheaper, your probably better off buying that, as the game doesn't really take much advantage of the Xbox hardware.",90,07-Jun-05
Grand Theft Auto: Chinatown Wars,93,Destructoid,"Consistently enjoyable, with only a few frustrating missions.",85,17-Mar-09
Grand Theft Auto: Chinatown Wars,90,null,"So good it's criminal. [Dec 2009, p.87]",95,20-Oct-09
Grand Theft Auto: Chinatown Wars,90,GamesNation,"Grand Theft Auto: Chinatown Wars PSP has passed the test: the conversion from the excellent DS version to the less versatile Sony portable went smoothly. The loss of interaction given by the touchscreen was compensated by a clever use of combined commands, and by the addition of new, exclusive missions.",85,20-Oct-09
Grand Theft Auto: Vice City Stories,75,G4 TV,"This is clearly a port in the wrong direction. The PSP visuals that looked great on the small screen now look terrible, and visual glitches and shortcomings flood the screen.",60,05-Mar-07
Grand Theft Auto: Liberty City Stories,88,Electric Playground,Don't be fooled by its size. LCS delivers the full GTA experience in the palm of your hand. Definitely worth the time and money if you own a PSP.,95,24-Oct-05
Grand Theft Auto: Chinatown Wars,93,GameSpot,This isn't just a DS version of GTA; this is a fantastic game that advances the series by introducing a number of great new features.,95,17-Mar-09
Grand Theft Auto: San Andreas,93,PALGN,The best version of one of the top games of this generation - buy it now.,90,07-Jun-05
Grand Theft Auto: Vice City,94,RealGamer,The setting of Vice City is a colourful one and thankfully the games graphics are superb.,92,12-May-03
Grand Theft Auto: Vice City,95,GameSpot,"Provides just about everything you'd want in a follow-up to an outstanding game. It's bigger, badder, and better in almost every imaginable way.",96,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,GamePro,"This is Grand Theft Auto the way you love it: all of the innovation, charm and thrills from its past installations neatly tied together in a creative package worthy of any DS owner.",100,17-Mar-09
Grand Theft Auto: San Andreas,95,null,"San Andreas breaks the video game mold and emerges as something far greater. This is more than a game. This is entertainment at its best. [Dec 2004, p.170]",100,26-Oct-04
Grand Theft Auto: San Andreas,93,PGNx Media,It will surely take up hundreds of hours to even the most casual of gamers.,97,07-Jun-05
Grand Theft Auto: Vice City Stories,86,TotalPlayStation,"I chuckled a little less, partly because the game does have a little more of a bite to it (the change in political climate probably has something to do with it), but I still enjoyed the portable version of Vice City every bit as much as the PS2 version.",90,31-Oct-06
Grand Theft Auto: San Andreas,95,null,"Non-linear, absolutely packed with things to do, entertaining radio stations, great missions, great story, great characters, enough diversions to keep you playing for months, so much diversity in the cities that you may never stop discovering new aspects of town.",100,26-Oct-04
Grand Theft Auto: San Andreas,93,Gaming Horizon,"If you already own another version, you’d be silly to purchase it again, but if you don’t have any copy of the game yet, you should only opt for a console version if you want to play in the living room with some friends watching.  Otherwise, grab the PC version for the best experience.",94,07-Jun-05
Grand Theft Auto: Chinatown Wars,90,Impulsegamer,"Chinatown Wars will certainly keep you busy for a long time.  The story is interesting and involving, and the gameplay is fun and diverse.",90,20-Oct-09
Grand Theft Auto: Chinatown Wars,93,GameShark,"I can only hope that soon you can come here and take part in the fun. I will warn you though, that once you do, you won't want to leave.",100,17-Mar-09
Grand Theft Auto: Chinatown Wars,93,null,"A game aware of its shortcomings and eager to prove its worth in other areas, Chinatown Wars manages to retain much of the classic Grand Theft Auto feel even without some of the series' lynchpins. [May 2009, p.102]",80,17-Mar-09
Grand Theft Auto: San Andreas,95,IC-Games,"The amount of attributes that you can actually improve is staggering. CJ must learn how to drive, shoot, swim, workout, be healthy, sprint and participate in relationships.",96,26-Oct-04
Grand Theft Auto: Chinatown Wars,93,Computer and Video Games,"A seriously good, fat-free but surprisingly deep GTA experience - that you can play on the toilet.",92,17-Mar-09
Grand Theft Auto: Chinatown Wars,93,IGN UK,"The definitive GTA? That depends where your tastes lie, but either way there’s no denying this is a masterpiece of handheld gaming.",92,17-Mar-09
Grand Theft Auto: San Andreas,93,MS Xbox World,I like San Andreas as it offers so much to mess around with on an unprecedented level.,90,07-Jun-05
Grand Theft Auto: Chinatown Wars,90,1UP,"As a PSP game, it's still a well-done portable GTA; not necessarily a better one than before. But that's fine; it's still worth playing Chinatown Wars for those bite-size bits of the GTA formula, and if you're still warm to it, then definitely give it a go.",91,20-Oct-09
Grand Theft Auto: Chinatown Wars,90,Eurogamer Spain,"More of the same, but when a game is as great as Grand Theft Auto novelty is something that doesn't matter.",80,20-Oct-09
Grand Theft Auto: Vice City,94,Armchair Empire,"Despite the fact that Vice City is ported from the PS2, the new features make the PC version a must buy, even for those who own the PS2 version.",92,12-May-03
Grand Theft Auto: Vice City Stories,86,Game Almighty,"This game is a ton of fun, and feels like a definite improvement to some of GTA’s core elements. Rather than just smush a GTA game onto the PSP, it seems like some thought was put into this one specifically to make it a great handheld game.",88,31-Oct-06
Grand Theft Auto: San Andreas,95,TotalPlayStation,"A weaker soundtrack and nagging problems with the interface take the game down just shy of getting a full 10, but this is the digital embodiment of a killer app.",95,26-Oct-04
Grand Theft Auto: Vice City Stories,86,Computer and Video Games,"Obviously more attuned with the PSP hardware, Rockstar has topped last year's excellent ""Liberty City Stories"" with a GTA sporting as many thrills, action and now-famous witty dialogue as the series has ever seen.",90,31-Oct-06
Grand Theft Auto: Chinatown Wars,93,null,One of the best games on Nintendo DS. The game is as funny and mean-spirited as it should be. [Apr 2009],90,17-Mar-09
Grand Theft Auto: Vice City,95,GameSpy,"A broader, deeper, and more addictive version of the brilliance found in its predecessor. And while it isn't quite perfect and the graphics show some age, it's clearly one of the best games released in 2002.",95,27-Oct-02
Grand Theft Auto: Chinatown Wars,93,AtomicGamer,"Rockstar has done a fantastic job packing a large amount of content onto a tiny DS cartridge. Not only is there a ton of stuff to do in GTA Chinatown Wars, but all of the little touches add up to an experience that's greater than its parts.",93,17-Mar-09
Grand Theft Auto: Vice City Stories,86,GamingExcellence,What VCS does to make things a bit more interesting when off the beaten path of the core story missions is to introduce a new gameplay dynamic in the form of an Empire building system.,85,31-Oct-06
Grand Theft Auto: Vice City Stories,86,Cheat Code Central,"If you’re not expecting a total overhaul to the GTA franchise with Vice City Stories, you won’t be disappointed. The story may be different but not so the gameplay. It’s familiar territory for all of us, but one that definitely begging to be revisited.",88,31-Oct-06
Grand Theft Auto: Vice City Stories,75,null,"As a PSP game this was truly exceptional. As a PS2 release it's not as technically impressive, but still represents fantastic value for money. [Issue #92, p.92]",90,05-Mar-07
Grand Theft Auto: Vice City,94,GameSpy,"Many of today's action games compel gamers to race through them as quickly as possible, rarely stopping to enjoy the scenery, but Vice City is the total opposite. It's a game you want to soak in; a game you want to take in slowly and enjoy every moment.",93,12-May-03
Grand Theft Auto: Liberty City Stories,88,Gaming Horizon,"I was stunned by how well made this game was. Stories certainly is a wonderful achievement for the PSP, but it does have a few drawbacks with the slowdown, camera issues, battery and a lack of online play, but you still can’t be that disappointed as this is the best game on the PSP.",95,24-Oct-05
Grand Theft Auto: San Andreas,95,Jolt Online Gaming UK,"But don’t forget we’re gamers, and you can be sure that if we get on two knees and kiss some ass, it’s not because we’re paid to, it’s because we’ve just played the kind of game that reminds us why we’re doing this in the first place.",100,26-Oct-04
Grand Theft Auto: Vice City Stories,86,VideoGamer,An impressive PSP game and a considerable improvement over the first GTA outing on the system.,80,31-Oct-06
